County Name,Year,GDP($K)
"Monroe, MI",2013,"5,584,462.00"
"Montcalm, MI",2013,"1,429,776.00"
"Montmorency, MI",2013,"244,009.00"
"Muskegon, MI",2013,"5,695,157.00"
"Newaygo, MI",2013,"1,174,871.00"
"Oakland, MI",2013,"91,407,728.00"
"Oceana, MI",2013,"702,170.00"
"Ogemaw, MI",2013,"500,580.00"
"Ontonagon, MI",2013,"138,294.00"
"Osceola, MI",2013,"624,385.00"
"Oscoda, MI",2013,"199,094.00"
"Otsego, MI",2013,"817,971.00"
"Ottawa, MI",2013,"11,579,613.00"
"Presque Isle, MI",2013,"343,219.00"
"Roscommon, MI",2013,"558,348.00"
"Saginaw, MI",2013,"7,692,863.00"
"St. Clair, MI",2013,"5,157,361.00"
"St. Joseph, MI",2013,"1,909,693.00"
"Sanilac, MI",2013,"1,162,491.00"
"Schoolcraft, MI",2013,"274,588.00"
"Shiawassee, MI",2013,"1,561,751.00"
"Tuscola, MI",2013,"1,231,683.00"
"Van Buren, MI",2013,"2,416,702.00"
"Washtenaw, MI",2013,"19,731,526.00"
"Wayne, MI",2013,"83,232,210.00"
"Wexford, MI",2013,"1,100,894.00"
"Aitkin, MN",2013,"395,062.00"
"Anoka, MN",2013,"12,423,329.00"
"Becker, MN",2013,"1,268,174.00"
"Beltrami, MN",2013,"1,458,504.00"
"Benton, MN",2013,"1,403,857.00"
"Big Stone, MN",2013,"239,899.00"
"Blue Earth, MN",2013,"3,788,813.00"
"Brown, MN",2013,"1,325,883.00"
"Carlton, MN",2013,"1,138,951.00"
"Carver, MN",2013,"4,235,274.00"
"Cass, MN",2013,"808,337.00"
"Chippewa, MN",2013,"674,176.00"
"Chisago, MN",2013,"1,304,414.00"
"Clay, MN",2013,"1,832,154.00"
"Clearwater, MN",2013,"269,142.00"
"Cook, MN",2013,"325,623.00"
"Cottonwood, MN",2013,"670,680.00"
"Crow Wing, MN",2013,"2,409,261.00"
"Dakota, MN",2013,"21,978,563.00"
"Dodge, MN",2013,"635,426.00"
"Douglas, MN",2013,"1,876,891.00"
"Faribault, MN",2013,"625,117.00"
"Fillmore, MN",2013,"642,125.00"
"Freeborn, MN",2013,"1,143,307.00"
"Goodhue, MN",2013,"2,679,878.00"
"Grant, MN",2013,"313,120.00"
"Hennepin, MN",2013,"111,286,949.00"
"Houston, MN",2013,"483,857.00"
"Hubbard, MN",2013,"581,376.00"
"Isanti, MN",2013,"1,003,135.00"
"Itasca, MN",2013,"2,205,535.00"
"Jackson, MN",2013,"731,368.00"
"Kanabec, MN",2013,"348,808.00"
"Kandiyohi, MN",2013,"2,437,330.00"
"Kittson, MN",2013,"305,623.00"
"Koochiching, MN",2013,"502,774.00"
"Lac qui Parle, MN",2013,"456,663.00"
"Lake, MN",2013,"749,110.00"
"Lake of the Woods, MN",2013,"162,580.00"
"Le Sueur, MN",2013,"862,486.00"
"Lincoln, MN",2013,"344,600.00"
"Lyon, MN",2013,"1,449,067.00"
"McLeod, MN",2013,"1,585,061.00"
"Mahnomen, MN",2013,"195,832.00"
"Marshall, MN",2013,"421,903.00"
"Martin, MN",2013,"1,143,477.00"
"Meeker, MN",2013,"748,612.00"
"Mille Lacs, MN",2013,"721,054.00"
"Morrison, MN",2013,"1,018,088.00"
"Mower, MN",2013,"1,769,511.00"
"Murray, MN",2013,"623,075.00"
"Nicollet, MN",2013,"1,380,757.00"
"Nobles, MN",2013,"1,208,489.00"
"Norman, MN",2013,"336,876.00"
"Olmsted, MN",2013,"9,163,175.00"
"Otter Tail, MN",2013,"2,267,346.00"
"Pennington, MN",2013,"1,075,602.00"
"Pine, MN",2013,"628,668.00"
"Pipestone, MN",2013,"627,590.00"
"Polk, MN",2013,"1,464,700.00"
"Pope, MN",2013,"525,696.00"
"Ramsey, MN",2013,"36,156,380.00"
"Red Lake, MN",2013,"174,071.00"
"Redwood, MN",2013,"880,038.00"
"Renville, MN",2013,"893,160.00"
"Rice, MN",2013,"2,181,424.00"
"Rock, MN",2013,"589,494.00"
"Roseau, MN",2013,"1,132,828.00"
"St. Louis, MN",2013,"10,238,214.00"
"Scott, MN",2013,"4,627,624.00"
"Sherburne, MN",2013,"2,933,206.00"
"Sibley, MN",2013,"505,767.00"
"Stearns, MN",2013,"7,317,387.00"
"Steele, MN",2013,"2,004,157.00"
"Stevens, MN",2013,"661,161.00"
"Swift, MN",2013,"510,055.00"
"Todd, MN",2013,"724,029.00"
"Traverse, MN",2013,"243,265.00"
"Wabasha, MN",2013,"693,544.00"
"Wadena, MN",2013,"479,126.00"
"Waseca, MN",2013,"847,157.00"
"Washington, MN",2013,"8,434,568.00"
"Watonwan, MN",2013,"486,256.00"
"Wilkin, MN",2013,"361,560.00"
"Winona, MN",2013,"2,151,702.00"
"Wright, MN",2013,"3,606,599.00"
"Yellow Medicine, MN",2013,"637,531.00"
"Adams, MS",2013,"954,977.00"
"Alcorn, MS",2013,"1,193,983.00"
"Amite, MS",2013,"194,640.00"
"Attala, MS",2013,"508,513.00"
"Benton, MS",2013,"305,642.00"
"Bolivar, MS",2013,"1,088,315.00"
"Calhoun, MS",2013,"282,159.00"
"Carroll, MS",2013,"128,823.00"
"Chickasaw, MS",2013,"459,572.00"
"Choctaw, MS",2013,"439,237.00"
"Claiborne, MS",2013,"809,646.00"
"Clarke, MS",2013,"327,752.00"
"Clay, MS",2013,"522,193.00"
"Coahoma, MS",2013,"759,992.00"
"Copiah, MS",2013,"645,876.00"
"Covington, MS",2013,"490,648.00"
"DeSoto, MS",2013,"4,263,053.00"
"Forrest, MS",2013,"3,543,123.00"
"Franklin, MS",2013,"174,343.00"
"George, MS",2013,"384,873.00"
"Greene, MS",2013,"160,605.00"
"Grenada, MS",2013,"799,643.00"
"Hancock, MS",2013,"1,657,249.00"
"Harrison, MS",2013,"8,254,033.00"
"Hinds, MS",2013,"11,556,196.00"
"Holmes, MS",2013,"310,457.00"
"Humphreys, MS",2013,"216,879.00"
"Issaquena, MS",2013,"24,033.00"
"Itawamba, MS",2013,"491,849.00"
"Jackson, MS",2013,"5,826,040.00"
"Jasper, MS",2013,"572,720.00"
"Jefferson, MS",2013,"152,664.00"
"Jefferson Davis, MS",2013,"200,745.00"
"Jones, MS",2013,"2,680,929.00"
"Kemper, MS",2013,"445,167.00"
"Lafayette, MS",2013,"1,670,784.00"
"Lamar, MS",2013,"1,496,957.00"
"Lauderdale, MS",2013,"2,901,677.00"
"Lawrence, MS",2013,"357,471.00"
"Leake, MS",2013,"470,578.00"
"Lee, MS",2013,"4,291,744.00"
"Leflore, MS",2013,"1,145,880.00"
"Lincoln, MS",2013,"1,033,677.00"
"Lowndes, MS",2013,"2,850,573.00"
"Madison, MS",2013,"5,185,755.00"
"Marion, MS",2013,"688,092.00"
"Marshall, MS",2013,"535,240.00"
"Monroe, MS",2013,"840,887.00"
"Montgomery, MS",2013,"208,182.00"
"Neshoba, MS",2013,"984,385.00"
"Newton, MS",2013,"433,501.00"
"Noxubee, MS",2013,"289,232.00"
"Oktibbeha, MS",2013,"1,528,633.00"
"Panola, MS",2013,"1,076,645.00"
"Pearl River, MS",2013,"921,597.00"
"Perry, MS",2013,"284,087.00"
"Pike, MS",2013,"1,157,370.00"
"Pontotoc, MS",2013,"773,398.00"
"Prentiss, MS",2013,"544,863.00"
"Quitman, MS",2013,"139,363.00"
"Rankin, MS",2013,"5,943,581.00"
"Scott, MS",2013,"1,030,323.00"
"Sharkey, MS",2013,"120,500.00"
"Simpson, MS",2013,"601,251.00"
"Smith, MS",2013,"411,750.00"
"Stone, MS",2013,"323,208.00"
"Sunflower, MS",2013,"674,548.00"
"Tallahatchie, MS",2013,"336,584.00"
"Tate, MS",2013,"497,867.00"
"Tippah, MS",2013,"511,025.00"
"Tishomingo, MS",2013,"435,104.00"
"Tunica, MS",2013,"815,155.00"
"Union, MS",2013,"835,634.00"
"Walthall, MS",2013,"258,493.00"
"Warren, MS",2013,"2,016,506.00"
"Washington, MS",2013,"1,672,021.00"
"Wayne, MS",2013,"671,840.00"
"Webster, MS",2013,"170,805.00"
"Wilkinson, MS",2013,"167,912.00"
"Winston, MS",2013,"462,196.00"
"Yalobusha, MS",2013,"282,839.00"
"Yazoo, MS",2013,"761,779.00"
"Adair, MO",2013,"758,150.00"
"Andrew, MO",2013,"312,973.00"
"Atchison, MO",2013,"320,624.00"
"Audrain, MO",2013,"937,754.00"
"Barry, MO",2013,"1,224,791.00"
"Barton, MO",2013,"375,522.00"
"Bates, MO",2013,"362,158.00"
"Benton, MO",2013,"372,835.00"
"Bollinger, MO",2013,"174,900.00"
"Boone, MO",2013,"7,849,554.00"
"Buchanan, MO",2013,"4,545,590.00"
"Butler, MO",2013,"1,443,832.00"
"Caldwell, MO",2013,"186,997.00"
"Callaway, MO",2013,"1,572,328.00"
"Camden, MO",2013,"1,294,612.00"
"Cape Girardeau, MO",2013,"3,549,614.00"
"Carroll, MO",2013,"347,927.00"
"Carter, MO",2013,"123,256.00"
"Cass, MO",2013,"2,142,679.00"
"Cedar, MO",2013,"262,078.00"
"Chariton, MO",2013,"295,627.00"
"Christian, MO",2013,"1,321,661.00"
"Clark, MO",2013,"182,398.00"
"Clay, MO",2013,"9,519,112.00"
"Clinton, MO",2013,"415,432.00"
"Cole, MO",2013,"4,441,666.00"
"Cooper, MO",2013,"466,942.00"
"Crawford, MO",2013,"574,786.00"
"Dade, MO",2013,"172,606.00"
"Dallas, MO",2013,"248,567.00"
"Daviess, MO",2013,"212,984.00"
"DeKalb, MO",2013,"309,774.00"
"Dent, MO",2013,"318,970.00"
"Douglas, MO",2013,"386,897.00"
"Dunklin, MO",2013,"835,535.00"
"Franklin, MO",2013,"3,949,914.00"
"Gasconade, MO",2013,"401,713.00"
"Gentry, MO",2013,"256,824.00"
"Greene, MO",2013,"13,331,741.00"
"Grundy, MO",2013,"363,655.00"
"Harrison, MO",2013,"264,817.00"
"Henry, MO",2013,"805,692.00"
"Hickory, MO",2013,"118,127.00"
"Holt, MO",2013,"233,861.00"
"Howard, MO",2013,"225,614.00"
"Howell, MO",2013,"1,144,635.00"
"Iron, MO",2013,"432,417.00"
"Jackson, MO",2013,"40,129,989.00"
"Jasper, MO",2013,"4,786,482.00"
"Jefferson, MO",2013,"4,628,054.00"
"Johnson, MO",2013,"1,648,902.00"
"Knox, MO",2013,"136,000.00"
"Laclede, MO",2013,"969,582.00"
"Lafayette, MO",2013,"838,600.00"
"Lawrence, MO",2013,"779,279.00"
"Lewis, MO",2013,"276,215.00"
"Lincoln, MO",2013,"946,280.00"
"Linn, MO",2013,"405,486.00"
"Livingston, MO",2013,"559,846.00"
"McDonald, MO",2013,"488,489.00"
"Macon, MO",2013,"486,824.00"
"Madison, MO",2013,"288,737.00"
"Maries, MO",2013,"161,959.00"
"Marion, MO",2013,"1,088,527.00"
"Mercer, MO",2013,"135,593.00"
"Miller, MO",2013,"700,092.00"
"Mississippi, MO",2013,"458,958.00"
"Moniteau, MO",2013,"340,034.00"
"Monroe, MO",2013,"281,306.00"
"Montgomery, MO",2013,"412,829.00"
"Morgan, MO",2013,"435,752.00"
"New Madrid, MO",2013,"1,137,250.00"
"Newton, MO",2013,"1,734,541.00"
"Nodaway, MO",2013,"797,697.00"
"Oregon, MO",2013,"208,481.00"
"Osage, MO",2013,"370,444.00"
"Ozark, MO",2013,"142,792.00"
"Pemiscot, MO",2013,"618,282.00"
"Perry, MO",2013,"941,669.00"
"Pettis, MO",2013,"1,556,685.00"
"Phelps, MO",2013,"1,409,544.00"
"Pike, MO",2013,"568,286.00"
"Platte, MO",2013,"4,859,183.00"
"Polk, MO",2013,"690,952.00"
"Pulaski, MO",2013,"2,289,382.00"
"Putnam, MO",2013,"143,163.00"
"Ralls, MO",2013,"382,250.00"
"Randolph, MO",2013,"1,174,092.00"
"Ray, MO",2013,"419,611.00"
"Reynolds, MO",2013,"205,546.00"
"Ripley, MO",2013,"222,728.00"
"St. Charles, MO",2013,"12,658,253.00"
"St. Clair, MO",2013,"165,802.00"
"Ste. Genevieve, MO",2013,"582,874.00"
"St. Francois, MO",2013,"1,743,070.00"
"St. Louis, MO",2013,"69,266,674.00"
"Saline, MO",2013,"924,628.00"
"Schuyler, MO",2013,"83,991.00"
"Scotland, MO",2013,"171,764.00"
"Scott, MO",2013,"1,362,730.00"
"Shannon, MO",2013,"126,053.00"
"Shelby, MO",2013,"202,967.00"
"Stoddard, MO",2013,"1,266,186.00"
"Stone, MO",2013,"560,642.00"
"Sullivan, MO",2013,"281,196.00"
"Taney, MO",2013,"2,121,974.00"
"Texas, MO",2013,"456,623.00"
"Vernon, MO",2013,"888,381.00"
"Warren, MO",2013,"657,404.00"
"Washington, MO",2013,"377,815.00"
"Wayne, MO",2013,"218,926.00"
"Webster, MO",2013,"611,810.00"
"Worth, MO",2013,"80,492.00"
"Wright, MO",2013,"360,350.00"
"St. Louis (Independent City), MO",2013,"32,033,989.00"
"Beaverhead, MT",2013,"379,348.00"
"Big Horn, MT",2013,"918,711.00"
"Blaine, MT",2013,"214,802.00"
"Broadwater, MT",2013,"122,504.00"
"Carbon, MT",2013,"241,475.00"
"Carter, MT",2013,"67,633.00"
"Cascade, MT",2013,"3,379,379.00"
"Chouteau, MT",2013,"222,934.00"
"Custer, MT",2013,"504,844.00"
"Daniels, MT",2013,"78,844.00"
"Dawson, MT",2013,"412,692.00"
"Deer Lodge, MT",2013,"258,857.00"
"Fallon, MT",2013,"347,004.00"
"Fergus, MT",2013,"435,704.00"
"Flathead, MT",2013,"3,306,503.00"
"Gallatin, MT",2013,"4,084,523.00"
"Garfield, MT",2013,"73,286.00"
"Glacier, MT",2013,"434,826.00"
"Golden Valley, MT",2013,"35,580.00"
"Granite, MT",2013,"80,148.00"
"Hill, MT",2013,"740,290.00"
"Jefferson, MT",2013,"267,340.00"
"Judith Basin, MT",2013,"118,711.00"
"Lake, MT",2013,"667,860.00"
"Lewis and Clark, MT",2013,"3,008,270.00"
"Liberty, MT",2013,"146,857.00"
"Lincoln, MT",2013,"486,050.00"
"McCone, MT",2013,"124,811.00"
"Madison, MT",2013,"310,339.00"
"Meagher, MT",2013,"72,720.00"
"Mineral, MT",2013,"90,281.00"
"Missoula, MT",2013,"4,431,917.00"
"Musselshell, MT",2013,"340,928.00"
"Park, MT",2013,"452,944.00"
"Petroleum, MT",2013,"38,055.00"
"Phillips, MT",2013,"173,477.00"
"Pondera, MT",2013,"226,981.00"
"Powder River, MT",2013,"70,186.00"
"Powell, MT",2013,"193,082.00"
"Prairie, MT",2013,"31,213.00"
"Ravalli, MT",2013,"884,826.00"
"Richland, MT",2013,"1,267,403.00"
"Roosevelt, MT",2013,"505,336.00"
"Rosebud, MT",2013,"798,350.00"
"Sanders, MT",2013,"294,136.00"
"Sheridan, MT",2013,"339,635.00"
"Silver Bow, MT",2013,"1,387,074.00"
"Stillwater, MT",2013,"600,198.00"
"Sweet Grass, MT",2013,"201,455.00"
"Teton, MT",2013,"268,573.00"
"Toole, MT",2013,"327,720.00"
"Treasure, MT",2013,"81,040.00"
"Valley, MT",2013,"334,615.00"
"Wheatland, MT",2013,"87,410.00"
"Wibaux, MT",2013,"68,824.00"
"Yellowstone, MT",2013,"8,102,522.00"
"Adams, NE",2013,"1,708,270.00"
"Antelope, NE",2013,"361,280.00"
"Arthur, NE",2013,"12,659.00"
"Banner, NE",2013,"47,975.00"
"Blaine, NE",2013,"32,137.00"
"Boone, NE",2013,"504,868.00"
"Box Butte, NE",2013,"604,277.00"
"Boyd, NE",2013,"81,347.00"
"Brown, NE",2013,"185,119.00"
"Buffalo, NE",2013,"2,498,326.00"
"Burt, NE",2013,"353,610.00"
"Butler, NE",2013,"358,841.00"
"Cass, NE",2013,"707,228.00"
"Cedar, NE",2013,"536,930.00"
"Chase, NE",2013,"273,818.00"
"Cherry, NE",2013,"301,886.00"
"Cheyenne, NE",2013,"751,893.00"
"Clay, NE",2013,"348,021.00"
"Colfax, NE",2013,"575,068.00"
"Cuming, NE",2013,"834,501.00"
"Custer, NE",2013,"729,752.00"
"Dakota, NE",2013,"1,245,599.00"
"Dawes, NE",2013,"285,559.00"
"Dawson, NE",2013,"1,313,406.00"
"Deuel, NE",2013,"67,890.00"
"Dixon, NE",2013,"296,247.00"
"Dodge, NE",2013,"1,737,371.00"
"Douglas, NE",2013,"37,327,050.00"
"Dundy, NE",2013,"126,906.00"
"Fillmore, NE",2013,"413,308.00"
"Franklin, NE",2013,"97,024.00"
"Frontier, NE",2013,"136,723.00"
"Furnas, NE",2013,"277,091.00"
"Gage, NE",2013,"1,215,587.00"
"Garden, NE",2013,"69,610.00"
"Garfield, NE",2013,"101,107.00"
"Gosper, NE",2013,"116,634.00"
"Grant, NE",2013,"29,115.00"
"Greeley, NE",2013,"128,238.00"
"Hall, NE",2013,"3,380,123.00"
"Hamilton, NE",2013,"527,166.00"
"Harlan, NE",2013,"155,320.00"
"Hayes, NE",2013,"67,055.00"
"Hitchcock, NE",2013,"119,673.00"
"Holt, NE",2013,"612,431.00"
"Hooker, NE",2013,"46,001.00"
"Howard, NE",2013,"213,359.00"
"Jefferson, NE",2013,"510,881.00"
"Johnson, NE",2013,"210,723.00"
"Kearney, NE",2013,"473,357.00"
"Keith, NE",2013,"362,775.00"
"Keya Paha, NE",2013,"53,732.00"
"Kimball, NE",2013,"167,591.00"
"Knox, NE",2013,"403,716.00"
"Lancaster, NE",2013,"15,123,646.00"
"Lincoln, NE",2013,"2,289,498.00"
"Logan, NE",2013,"42,020.00"
"Loup, NE",2013,"33,128.00"
"McPherson, NE",2013,"27,333.00"
"Madison, NE",2013,"2,093,714.00"
"Merrick, NE",2013,"405,337.00"
"Morrill, NE",2013,"275,349.00"
"Nance, NE",2013,"170,353.00"
"Nemaha, NE",2013,"767,447.00"
"Nuckolls, NE",2013,"259,385.00"
"Otoe, NE",2013,"1,401,298.00"
"Pawnee, NE",2013,"144,937.00"
"Perkins, NE",2013,"265,393.00"
"Phelps, NE",2013,"873,802.00"
"Pierce, NE",2013,"337,222.00"
"Platte, NE",2013,"2,627,939.00"
"Polk, NE",2013,"275,953.00"
"Red Willow, NE",2013,"551,639.00"
"Richardson, NE",2013,"357,703.00"
"Rock, NE",2013,"92,261.00"
"Saline, NE",2013,"804,038.00"
"Sarpy, NE",2013,"6,469,197.00"
"Saunders, NE",2013,"641,842.00"
"Scotts Bluff, NE",2013,"1,519,579.00"
"Seward, NE",2013,"720,624.00"
"Sheridan, NE",2013,"211,568.00"
"Sherman, NE",2013,"112,749.00"
"Sioux, NE",2013,"77,472.00"
"Stanton, NE",2013,"307,057.00"
"Thayer, NE",2013,"494,225.00"
"Thomas, NE",2013,"45,248.00"
"Thurston, NE",2013,"463,022.00"
"Valley, NE",2013,"267,220.00"
"Washington, NE",2013,"1,361,946.00"
"Wayne, NE",2013,"461,301.00"
"Webster, NE",2013,"192,222.00"
"Wheeler, NE",2013,"111,316.00"
"York, NE",2013,"832,167.00"
"Churchill, NV",2013,"923,223.00"
"Clark, NV",2013,"92,592,492.00"
"Douglas, NV",2013,"2,104,296.00"
"Elko, NV",2013,"2,713,849.00"
"Esmeralda, NV",2013,"99,230.00"
"Eureka, NV",2013,"1,566,874.00"
"Humboldt, NV",2013,"1,421,609.00"
"Lander, NV",2013,"813,725.00"
"Lincoln, NV",2013,"168,914.00"
"Lyon, NV",2013,"1,207,649.00"
"Mineral, NV",2013,"190,060.00"
"Nye, NV",2013,"1,422,531.00"
"Pershing, NV",2013,"320,468.00"
"Storey, NV",2013,"533,741.00"
"Washoe, NV",2013,"20,749,962.00"
"White Pine, NV",2013,"645,990.00"
"Carson City (Independent City), NV",2013,"3,146,774.00"
"Belknap, NH",2013,"2,519,880.00"
"Carroll, NH",2013,"2,032,712.00"
"Cheshire, NH",2013,"3,230,266.00"
"Coos, NH",2013,"1,171,451.00"
"Grafton, NH",2013,"5,634,669.00"
"Hillsborough, NH",2013,"22,986,953.00"
"Merrimack, NH",2013,"8,943,197.00"
"Rockingham, NH",2013,"17,014,615.00"
"Strafford, NH",2013,"5,140,618.00"
"Sullivan, NH",2013,"1,507,577.00"
"Atlantic, NJ",2013,"13,847,062.00"
"Bergen, NJ",2013,"65,467,065.00"
"Burlington, NJ",2013,"24,269,671.00"
"Camden, NJ",2013,"23,007,982.00"
"Cape May, NJ",2013,"4,925,266.00"
"Cumberland, NJ",2013,"6,055,416.00"
"Essex, NJ",2013,"51,313,450.00"
"Gloucester, NJ",2013,"11,313,956.00"
"Hudson, NJ",2013,"41,229,832.00"
"Hunterdon, NJ",2013,"6,674,512.00"
"Mercer, NJ",2013,"28,660,506.00"
"Middlesex, NJ",2013,"54,309,937.00"
"Monmouth, NJ",2013,"30,571,189.00"
"Morris, NJ",2013,"50,392,973.00"
"Ocean, NJ",2013,"18,420,364.00"
"Passaic, NJ",2013,"21,970,562.00"
"Salem, NJ",2013,"5,884,371.00"
"Somerset, NJ",2013,"30,360,046.00"
"Sussex, NJ",2013,"4,438,280.00"
"Union, NJ",2013,"36,095,031.00"
"Warren, NJ",2013,"4,479,216.00"
"Bernalillo, NM",2013,"32,104,902.00"
"Catron, NM",2013,"75,431.00"
"Chaves, NM",2013,"2,051,049.00"
"Cibola, NM",2013,"656,324.00"
"Colfax, NM",2013,"471,146.00"
"Curry, NM",2013,"2,950,211.00"
"De Baca, NM",2013,"55,527.00"
"Doña Ana, NM",2013,"6,490,941.00"
"Eddy, NM",2013,"5,757,284.00"
"Grant, NM",2013,"1,146,479.00"
"Guadalupe, NM",2013,"124,385.00"
"Harding, NM",2013,"112,887.00"
"Hidalgo, NM",2013,"215,426.00"
"Lea, NM",2013,"5,892,303.00"
"Lincoln, NM",2013,"589,704.00"
"Los Alamos, NM",2013,"2,020,959.00"
"Luna, NM",2013,"760,793.00"
"McKinley, NM",2013,"2,568,181.00"
"Mora, NM",2013,"136,325.00"
"Otero, NM",2013,"2,576,463.00"
"Quay, NM",2013,"265,953.00"
"Rio Arriba, NM",2013,"1,298,186.00"
"Roosevelt, NM",2013,"622,133.00"
"Sandoval, NM",2013,"2,965,310.00"
"San Juan, NM",2013,"6,429,792.00"
"San Miguel, NM",2013,"643,312.00"
"Santa Fe, NM",2013,"6,044,851.00"
"Sierra, NM",2013,"273,441.00"
"Socorro, NM",2013,"499,517.00"
"Taos, NM",2013,"928,326.00"
"Torrance, NM",2013,"321,594.00"
"Union, NM",2013,"210,611.00"
"Valencia, NM",2013,"1,151,416.00"
"Albany, NY",2013,"26,732,482.00"
"Allegany, NY",2013,"1,345,765.00"
"Bronx, NY",2013,"39,659,057.00"
"Broome, NY",2013,"9,118,415.00"
"Cattaraugus, NY",2013,"2,917,782.00"
"Cayuga, NY",2013,"2,658,118.00"
"Chautauqua, NY",2013,"5,017,154.00"
"Chemung, NY",2013,"3,799,778.00"
"Chenango, NY",2013,"1,930,683.00"
"Clinton, NY",2013,"3,515,446.00"
"Columbia, NY",2013,"2,305,314.00"
"Cortland, NY",2013,"1,801,019.00"
"Delaware, NY",2013,"1,758,880.00"
"Dutchess, NY",2013,"12,416,004.00"
"Erie, NY",2013,"49,214,830.00"
"Essex, NY",2013,"1,504,517.00"
"Franklin, NY",2013,"1,793,339.00"
"Fulton, NY",2013,"1,699,496.00"
"Genesee, NY",2013,"2,286,652.00"
"Greene, NY",2013,"2,099,317.00"
"Hamilton, NY",2013,"244,149.00"
"Herkimer, NY",2013,"1,776,002.00"
"Jefferson, NY",2013,"6,553,164.00"
"Kings, NY",2013,"78,363,905.00"
"Lewis, NY",2013,"942,273.00"
"Livingston, NY",2013,"2,004,276.00"
"Madison, NY",2013,"2,153,198.00"
"Monroe, NY",2013,"42,458,647.00"
"Montgomery, NY",2013,"1,733,103.00"
"Nassau, NY",2013,"82,046,384.00"
"New York, NY",2013,"561,211,977.00"
"Niagara, NY",2013,"8,744,459.00"
"Oneida, NY",2013,"10,041,612.00"
"Onondaga, NY",2013,"26,788,543.00"
"Ontario, NY",2013,"5,213,359.00"
"Orange, NY",2013,"14,463,071.00"
"Orleans, NY",2013,"1,325,787.00"
"Oswego, NY",2013,"6,325,311.00"
"Otsego, NY",2013,"2,272,436.00"
"Putnam, NY",2013,"3,051,583.00"
"Queens, NY",2013,"83,561,506.00"
"Rensselaer, NY",2013,"5,885,866.00"
"Richmond, NY",2013,"13,132,530.00"
"Rockland, NY",2013,"17,678,592.00"
"St. Lawrence, NY",2013,"4,305,858.00"
"Saratoga, NY",2013,"9,311,840.00"
"Schenectady, NY",2013,"7,611,353.00"
"Schoharie, NY",2013,"871,699.00"
"Schuyler, NY",2013,"568,274.00"
"Seneca, NY",2013,"1,307,671.00"
"Steuben, NY",2013,"4,347,039.00"
"Suffolk, NY",2013,"79,270,644.00"
"Sullivan, NY",2013,"2,516,800.00"
"Tioga, NY",2013,"1,603,980.00"
"Tompkins, NY",2013,"5,505,382.00"
"Ulster, NY",2013,"6,243,295.00"
"Warren, NY",2013,"3,480,601.00"
"Washington, NY",2013,"1,763,748.00"
"Wayne, NY",2013,"3,579,588.00"
"Westchester, NY",2013,"69,355,308.00"
"Wyoming, NY",2013,"1,609,736.00"
"Yates, NY",2013,"782,777.00"
"Alamance, NC",2013,"5,196,013.00"
"Alexander, NC",2013,"755,389.00"
"Alleghany, NC",2013,"325,736.00"
"Anson, NC",2013,"710,554.00"
"Ashe, NC",2013,"691,641.00"
"Avery, NC",2013,"541,134.00"
"Beaufort, NC",2013,"1,734,878.00"
"Bertie, NC",2013,"645,357.00"
"Bladen, NC",2013,"1,565,290.00"
"Brunswick, NC",2013,"3,408,198.00"
"Buncombe, NC",2013,"10,353,263.00"
"Burke, NC",2013,"2,676,545.00"
"Cabarrus, NC",2013,"5,729,495.00"
"Caldwell, NC",2013,"2,121,605.00"
"Camden, NC",2013,"174,606.00"
"Carteret, NC",2013,"1,972,015.00"
"Caswell, NC",2013,"345,292.00"
"Catawba, NC",2013,"7,592,896.00"
"Chatham, NC",2013,"1,361,606.00"
"Cherokee, NC",2013,"669,365.00"
"Chowan, NC",2013,"446,612.00"
"Clay, NC",2013,"181,807.00"
"Cleveland, NC",2013,"3,333,448.00"
"Columbus, NC",2013,"1,469,093.00"
"Craven, NC",2013,"4,562,430.00"
"Cumberland, NC",2013,"16,438,411.00"
"Currituck, NC",2013,"596,236.00"
"Dare, NC",2013,"1,803,428.00"
"Davidson, NC",2013,"3,928,580.00"
"Davie, NC",2013,"919,791.00"
"Duplin, NC",2013,"2,218,853.00"
"Durham, NC",2013,"34,711,786.00"
"Edgecombe, NC",2013,"1,512,405.00"
"Forsyth, NC",2013,"21,604,250.00"
"Franklin, NC",2013,"1,199,747.00"
"Gaston, NC",2013,"6,407,240.00"
"Gates, NC",2013,"154,963.00"
"Graham, NC",2013,"241,003.00"
"Granville, NC",2013,"2,232,052.00"
"Greene, NC",2013,"473,442.00"
"Guilford, NC",2013,"30,735,466.00"
"Halifax, NC",2013,"1,489,469.00"
"Harnett, NC",2013,"1,978,449.00"
"Haywood, NC",2013,"1,523,442.00"
"Henderson, NC",2013,"3,415,719.00"
"Hertford, NC",2013,"811,941.00"
"Hoke, NC",2013,"835,467.00"
"Hyde, NC",2013,"249,861.00"
"Iredell, NC",2013,"6,824,111.00"
"Jackson, NC",2013,"1,160,756.00"
"Johnston, NC",2013,"4,163,349.00"
"Jones, NC",2013,"205,567.00"
"Lee, NC",2013,"3,360,190.00"
"Lenoir, NC",2013,"2,575,996.00"
"Lincoln, NC",2013,"1,952,106.00"
"McDowell, NC",2013,"1,326,822.00"
"Macon, NC",2013,"940,651.00"
"Madison, NC",2013,"355,618.00"
"Martin, NC",2013,"672,509.00"
"Mecklenburg, NC",2013,"86,542,427.00"
"Mitchell, NC",2013,"434,276.00"
"Montgomery, NC",2013,"823,050.00"
